Web	Proportion	Obs_C	Sample_mean	Sample_SD
1	0.5	0.548677884615	0.274238782051	1.11022302463e-16
2	0.5	0.5546875	0.277243589744	1.11022302463e-16
3	0.5	0.533854166667	0.266826923077	5.55111512313e-17
4	0.5	0.540064102564	0.270032051282	5.55111512313e-17
5	0.5	0.549879807692	0.27483974359	5.55111512313e-17
6	0.5	0.533453525641	0.266626602564	0.0
7	0.5	0.541466346154	0.270633012821	5.55111512313e-17
8	0.5	0.559094551282	0.279447115385	5.55111512313e-17
9	0.5	0.527644230769	0.263822115385	5.55111512313e-17
10	0.5	0.547876602564	0.273838141026	5.55111512313e-17
11	0.5	0.554887820513	0.277443910256	1.11022302463e-16
12	0.5	0.550881410256	0.275440705128	0.0
13	0.5	0.540865384615	0.270432692308	1.11022302463e-16
14	0.5	0.548677884615	0.274238782051	1.11022302463e-16
15	0.5	0.566105769231	0.283052884615	5.55111512313e-17
16	0.5	0.557892628205	0.278846153846	1.11022302463e-16
17	0.5	0.538261217949	0.269030448718	5.55111512313e-17
18	0.5	0.552884615385	0.276442307692	1.11022302463e-16
19	0.5	0.546674679487	0.273237179487	5.55111512313e-17
20	0.5	0.538060897436	0.269030448718	5.55111512313e-17
21	0.5	0.551682692308	0.275841346154	1.11022302463e-16
22	0.5	0.555889423077	0.277844551282	5.55111512313e-17
23	0.5	0.54827724359	0.274038461538	0.0
24	0.5	0.559495192308	0.279647435897	0.0
25	0.5	0.549679487179	0.27483974359	5.55111512313e-17
26	0.5	0.55608974359	0.278044871795	0.0
27	0.5	0.554487179487	0.277243589744	1.11022302463e-16
28	0.5	0.555488782051	0.277644230769	0.0
29	0.5	0.561899038462	0.280849358974	5.55111512313e-17
30	0.5	0.554086538462	0.277043269231	0.0
31	0.5	0.550280448718	0.275040064103	0.0
32	0.5	0.550280448718	0.275040064103	0.0
33	0.5	0.553485576923	0.276642628205	0.0
34	0.5	0.549278846154	0.274639423077	5.55111512313e-17
35	0.5	0.544471153846	0.272235576923	5.55111512313e-17
36	0.5	0.540264423077	0.270032051282	5.55111512313e-17
37	0.5	0.541266025641	0.270633012821	5.55111512313e-17
38	0.5	0.546875	0.2734375	0.0
39	0.5	0.546474358974	0.273237179487	5.55111512313e-17
40	0.5	0.546674679487	0.273237179487	5.55111512313e-17
41	0.5	0.546674679487	0.273237179487	5.55111512313e-17
42	0.5	0.550881410256	0.275440705128	0.0
43	0.5	0.539863782051	0.269831730769	0.0
44	0.5	0.553485576923	0.276642628205	0.0
45	0.5	0.537860576923	0.268830128205	0.0
46	0.5	0.567508012821	0.283653846154	1.11022302463e-16
47	0.5	0.551482371795	0.275641025641	5.55111512313e-17
48	0.5	0.553485576923	0.276642628205	0.0
49	0.5	0.54046474359	0.270232371795	0.0
50	0.5	0.548477564103	0.274238782051	1.11022302463e-16
51	0.5	0.533653846154	0.266826923077	5.55111512313e-17
52	0.5	0.549879807692	0.27483974359	5.55111512313e-17
53	0.5	0.546875	0.2734375	0.0
54	0.5	0.567107371795	0.283453525641	5.55111512313e-17
55	0.5	0.546474358974	0.273237179487	5.55111512313e-17
56	0.5	0.56390224359	0.281850961538	0.0
57	0.5	0.542868589744	0.271434294872	0.0
58	0.5	0.550280448718	0.275040064103	0.0
59	0.5	0.539863782051	0.269831730769	0.0
60	0.5	0.557091346154	0.278445512821	5.55111512313e-17
61	0.5	0.541266025641	0.270633012821	5.55111512313e-17
62	0.5	0.548677884615	0.274238782051	1.11022302463e-16
63	0.5	0.560296474359	0.280048076923	5.55111512313e-17
64	0.5	0.547275641026	0.273637820513	5.55111512313e-17
65	0.5	0.554487179487	0.277243589744	1.11022302463e-16
66	0.5	0.552684294872	0.276241987179	5.55111512313e-17
67	0.5	0.553886217949	0.276842948718	5.55111512313e-17
68	0.5	0.552483974359	0.276241987179	5.55111512313e-17
69	0.5	0.549679487179	0.27483974359	5.55111512313e-17
70	0.5	0.548878205128	0.274439102564	0.0
71	0.5	0.548878205128	0.274439102564	0.0
72	0.5	0.549479166667	0.274639423077	5.55111512313e-17
73	0.5	0.549078525641	0.274439102564	0.0
74	0.5	0.529246794872	0.264623397436	0.0
75	0.5	0.559695512821	0.27984775641	5.55111512313e-17
76	0.5	0.539663461538	0.269831730769	0.0
77	0.5	0.556490384615	0.278245192308	1.11022302463e-16
78	0.5	0.565104166667	0.282451923077	5.55111512313e-17
79	0.5	0.539863782051	0.269831730769	0.0
80	0.5	0.54827724359	0.274038461538	0.0
81	0.5	0.551081730769	0.275440705128	0.0
82	0.5	0.554887820513	0.277443910256	1.11022302463e-16
83	0.5	0.536658653846	0.268229166667	0.0
84	0.5	0.54547275641	0.272636217949	1.11022302463e-16
85	0.5	0.563701923077	0.281850961538	0.0
86	0.5	0.554887820513	0.277443910256	1.11022302463e-16
87	0.5	0.545673076923	0.272836538462	0.0
88	0.5	0.558493589744	0.279246794872	0.0
89	0.5	0.548477564103	0.274238782051	1.11022302463e-16
90	0.5	0.547876602564	0.273838141026	5.55111512313e-17
91	0.5	0.549879807692	0.27483974359	5.55111512313e-17
92	0.5	0.549278846154	0.274639423077	5.55111512313e-17
93	0.5	0.55328525641	0.276642628205	0.0
94	0.5	0.558693910256	0.279246794872	0.0
95	0.5	0.536258012821	0.268028846154	1.11022302463e-16
96	0.5	0.541266025641	0.270633012821	5.55111512313e-17
97	0.5	0.536057692308	0.268028846154	1.11022302463e-16
98	0.5	0.545072115385	0.272435897436	0.0
99	0.5	0.550080128205	0.275040064103	0.0
100	0.5	0.54046474359	0.270232371795	0.0
1	0.8	0.548677884615	0.43890224359	5.55111512313e-17
2	0.8	0.5546875	0.443709935897	2.22044604925e-16
3	0.8	0.533854166667	0.427083333333	1.11022302463e-16
4	0.8	0.540064102564	0.431891025641	1.11022302463e-16
5	0.8	0.549879807692	0.439903846154	0.0
6	0.8	0.533453525641	0.426682692308	1.66533453694e-16
7	0.8	0.541466346154	0.433092948718	1.11022302463e-16
8	0.8	0.559094551282	0.447115384615	1.66533453694e-16
9	0.8	0.527644230769	0.422075320513	1.11022302463e-16
10	0.8	0.547876602564	0.438301282051	5.55111512313e-17
11	0.8	0.554887820513	0.44391025641	5.55111512313e-17
12	0.8	0.550881410256	0.440705128205	1.11022302463e-16
13	0.8	0.540865384615	0.432692307692	1.66533453694e-16
14	0.8	0.548677884615	0.43890224359	5.55111512313e-17
15	0.8	0.566105769231	0.452724358974	1.66533453694e-16
16	0.8	0.557892628205	0.446314102564	1.11022302463e-16
17	0.8	0.538261217949	0.430488782051	5.55111512313e-17
18	0.8	0.552884615385	0.442307692308	1.66533453694e-16
19	0.8	0.546674679487	0.437299679487	1.11022302463e-16
20	0.8	0.538060897436	0.430288461538	5.55111512313e-17
21	0.8	0.551682692308	0.441306089744	0.0
22	0.8	0.555889423077	0.444711538462	5.55111512313e-17
23	0.8	0.54827724359	0.438501602564	1.11022302463e-16
24	0.8	0.559495192308	0.447516025641	1.11022302463e-16
25	0.8	0.549679487179	0.439703525641	1.11022302463e-16
26	0.8	0.55608974359	0.444711538462	5.55111512313e-17
27	0.8	0.554487179487	0.443509615385	1.66533453694e-16
28	0.8	0.555488782051	0.444310897436	1.11022302463e-16
29	0.8	0.561899038462	0.449519230769	1.11022302463e-16
30	0.8	0.554086538462	0.443108974359	1.11022302463e-16
31	0.8	0.550280448718	0.440104166667	1.11022302463e-16
32	0.8	0.550280448718	0.440104166667	1.11022302463e-16
33	0.8	0.553485576923	0.442708333333	1.11022302463e-16
34	0.8	0.549278846154	0.439302884615	1.66533453694e-16
35	0.8	0.544471153846	0.435496794872	5.55111512313e-17
36	0.8	0.540264423077	0.432091346154	0.0
37	0.8	0.541266025641	0.432892628205	1.11022302463e-16
38	0.8	0.546875	0.4375	0.0
39	0.8	0.546474358974	0.437099358974	1.66533453694e-16
40	0.8	0.546674679487	0.437299679487	1.11022302463e-16
41	0.8	0.546674679487	0.437299679487	1.11022302463e-16
42	0.8	0.550881410256	0.440705128205	1.11022302463e-16
43	0.8	0.539863782051	0.431891025641	1.11022302463e-16
44	0.8	0.553485576923	0.442708333333	1.11022302463e-16
45	0.8	0.537860576923	0.430288461538	5.55111512313e-17
46	0.8	0.567508012821	0.453926282051	5.55111512313e-17
47	0.8	0.551482371795	0.441105769231	1.11022302463e-16
48	0.8	0.553485576923	0.442708333333	1.11022302463e-16
49	0.8	0.54046474359	0.432291666667	1.11022302463e-16
50	0.8	0.548477564103	0.438701923077	1.66533453694e-16
51	0.8	0.533653846154	0.426883012821	5.55111512313e-17
52	0.8	0.549879807692	0.439903846154	0.0
53	0.8	0.546875	0.4375	0.0
54	0.8	0.567107371795	0.453525641026	1.66533453694e-16
55	0.8	0.546474358974	0.437099358974	1.66533453694e-16
56	0.8	0.56390224359	0.451121794872	5.55111512313e-17
57	0.8	0.542868589744	0.434294871795	1.11022302463e-16
58	0.8	0.550280448718	0.440104166667	1.11022302463e-16
59	0.8	0.539863782051	0.431891025641	1.11022302463e-16
60	0.8	0.557091346154	0.445512820513	1.66533453694e-16
61	0.8	0.541266025641	0.432892628205	1.11022302463e-16
62	0.8	0.548677884615	0.43890224359	5.55111512313e-17
63	0.8	0.560296474359	0.448116987179	5.55111512313e-17
64	0.8	0.547275641026	0.437700320513	1.11022302463e-16
65	0.8	0.554487179487	0.443509615385	1.66533453694e-16
66	0.8	0.552684294872	0.442107371795	1.11022302463e-16
67	0.8	0.553886217949	0.443108974359	1.11022302463e-16
68	0.8	0.552483974359	0.441907051282	1.11022302463e-16
69	0.8	0.549679487179	0.439703525641	1.11022302463e-16
70	0.8	0.548878205128	0.439102564103	2.22044604925e-16
71	0.8	0.548878205128	0.439102564103	2.22044604925e-16
72	0.8	0.549479166667	0.439503205128	5.55111512313e-17
73	0.8	0.549078525641	0.439102564103	2.22044604925e-16
74	0.8	0.529246794872	0.42327724359	5.55111512313e-17
75	0.8	0.559695512821	0.447716346154	0.0
76	0.8	0.539663461538	0.431690705128	5.55111512313e-17
77	0.8	0.556490384615	0.445112179487	1.66533453694e-16
78	0.8	0.565104166667	0.451923076923	5.55111512313e-17
79	0.8	0.539863782051	0.431891025641	1.11022302463e-16
80	0.8	0.54827724359	0.438501602564	1.11022302463e-16
81	0.8	0.551081730769	0.440705128205	1.11022302463e-16
82	0.8	0.554887820513	0.44391025641	5.55111512313e-17
83	0.8	0.536658653846	0.429286858974	1.66533453694e-16
84	0.8	0.54547275641	0.436298076923	1.66533453694e-16
85	0.8	0.563701923077	0.450921474359	1.11022302463e-16
86	0.8	0.554887820513	0.44391025641	5.55111512313e-17
87	0.8	0.545673076923	0.436498397436	1.11022302463e-16
88	0.8	0.558493589744	0.44671474359	5.55111512313e-17
89	0.8	0.548477564103	0.438701923077	1.66533453694e-16
90	0.8	0.547876602564	0.438301282051	5.55111512313e-17
91	0.8	0.549879807692	0.439903846154	0.0
92	0.8	0.549278846154	0.439302884615	1.66533453694e-16
93	0.8	0.55328525641	0.442508012821	5.55111512313e-17
94	0.8	0.558693910256	0.446915064103	2.22044604925e-16
95	0.8	0.536258012821	0.428886217949	5.55111512313e-17
96	0.8	0.541266025641	0.432892628205	1.11022302463e-16
97	0.8	0.536057692308	0.428685897436	1.11022302463e-16
98	0.8	0.545072115385	0.435897435897	2.22044604925e-16
99	0.8	0.550080128205	0.439903846154	0.0
100	0.8	0.54046474359	0.432291666667	1.11022302463e-16
1	0.99	0.548677884615	0.543068910256	0.0
2	0.99	0.5546875	0.549078525641	1.11022302463e-16
3	0.99	0.533854166667	0.528445512821	1.11022302463e-16
4	0.99	0.540064102564	0.534655448718	1.11022302463e-16
5	0.99	0.549879807692	0.544270833333	0.0
6	0.99	0.533453525641	0.528044871795	0.0
7	0.99	0.541466346154	0.535857371795	0.0
8	0.99	0.559094551282	0.553485576923	0.0
9	0.99	0.527644230769	0.522235576923	0.0
10	0.99	0.547876602564	0.542267628205	0.0
11	0.99	0.554887820513	0.549278846154	1.11022302463e-16
12	0.99	0.550881410256	0.545272435897	2.22044604925e-16
13	0.99	0.540865384615	0.535456730769	1.11022302463e-16
14	0.99	0.548677884615	0.543068910256	0.0
15	0.99	0.566105769231	0.560296474359	1.11022302463e-16
16	0.99	0.557892628205	0.552283653846	1.11022302463e-16
17	0.99	0.538261217949	0.532852564103	2.22044604925e-16
18	0.99	0.552884615385	0.547275641026	1.11022302463e-16
19	0.99	0.546674679487	0.541065705128	0.0
20	0.99	0.538060897436	0.53265224359	0.0
21	0.99	0.551682692308	0.546073717949	1.11022302463e-16
22	0.99	0.555889423077	0.550280448718	1.11022302463e-16
23	0.99	0.54827724359	0.542668269231	1.11022302463e-16
24	0.99	0.559495192308	0.553886217949	1.11022302463e-16
25	0.99	0.549679487179	0.544070512821	1.11022302463e-16
26	0.99	0.55608974359	0.550480769231	1.11022302463e-16
27	0.99	0.554487179487	0.548878205128	0.0
28	0.99	0.555488782051	0.549879807692	2.22044604925e-16
29	0.99	0.561899038462	0.55608974359	0.0
30	0.99	0.554086538462	0.548477564103	2.22044604925e-16
31	0.99	0.550280448718	0.544671474359	1.11022302463e-16
32	0.99	0.550280448718	0.544671474359	1.11022302463e-16
33	0.99	0.553485576923	0.547876602564	1.11022302463e-16
34	0.99	0.549278846154	0.543669871795	0.0
35	0.99	0.544471153846	0.538862179487	2.22044604925e-16
36	0.99	0.540264423077	0.534855769231	1.11022302463e-16
37	0.99	0.541266025641	0.535657051282	1.11022302463e-16
38	0.99	0.546875	0.541266025641	1.11022302463e-16
39	0.99	0.546474358974	0.540865384615	2.22044604925e-16
40	0.99	0.546674679487	0.541065705128	0.0
41	0.99	0.546674679487	0.541065705128	0.0
42	0.99	0.550881410256	0.545272435897	2.22044604925e-16
43	0.99	0.539863782051	0.534455128205	0.0
44	0.99	0.553485576923	0.547876602564	1.11022302463e-16
45	0.99	0.537860576923	0.532451923077	0.0
46	0.99	0.567508012821	0.561698717949	1.11022302463e-16
47	0.99	0.551482371795	0.545873397436	1.11022302463e-16
48	0.99	0.553485576923	0.547876602564	1.11022302463e-16
49	0.99	0.54046474359	0.535056089744	0.0
50	0.99	0.548477564103	0.542868589744	0.0
51	0.99	0.533653846154	0.528245192308	2.22044604925e-16
52	0.99	0.549879807692	0.544270833333	0.0
53	0.99	0.546875	0.541266025641	1.11022302463e-16
54	0.99	0.567107371795	0.561298076923	0.0
55	0.99	0.546474358974	0.540865384615	2.22044604925e-16
56	0.99	0.56390224359	0.558092948718	1.11022302463e-16
57	0.99	0.542868589744	0.537259615385	2.22044604925e-16
58	0.99	0.550280448718	0.544671474359	1.11022302463e-16
59	0.99	0.539863782051	0.534455128205	0.0
60	0.99	0.557091346154	0.551482371795	0.0
61	0.99	0.541266025641	0.535657051282	1.11022302463e-16
62	0.99	0.548677884615	0.543068910256	0.0
63	0.99	0.560296474359	0.5546875	0.0
64	0.99	0.547275641026	0.541666666667	0.0
65	0.99	0.554487179487	0.548878205128	0.0
66	0.99	0.552684294872	0.547075320513	2.22044604925e-16
67	0.99	0.553886217949	0.54827724359	0.0
68	0.99	0.552483974359	0.546875	0.0
69	0.99	0.549679487179	0.544070512821	1.11022302463e-16
70	0.99	0.548878205128	0.543269230769	1.11022302463e-16
71	0.99	0.548878205128	0.543269230769	1.11022302463e-16
72	0.99	0.549479166667	0.543870192308	2.22044604925e-16
73	0.99	0.549078525641	0.543469551282	1.11022302463e-16
74	0.99	0.529246794872	0.523838141026	1.11022302463e-16
75	0.99	0.559695512821	0.554086538462	0.0
76	0.99	0.539663461538	0.534254807692	2.22044604925e-16
77	0.99	0.556490384615	0.550881410256	0.0
78	0.99	0.565104166667	0.559294871795	0.0
79	0.99	0.539863782051	0.534455128205	0.0
80	0.99	0.54827724359	0.542668269231	1.11022302463e-16
81	0.99	0.551081730769	0.54547275641	0.0
82	0.99	0.554887820513	0.549278846154	1.11022302463e-16
83	0.99	0.536658653846	0.53125	0.0
84	0.99	0.54547275641	0.539863782051	1.11022302463e-16
85	0.99	0.563701923077	0.557892628205	0.0
86	0.99	0.554887820513	0.549278846154	1.11022302463e-16
87	0.99	0.545673076923	0.540064102564	1.11022302463e-16
88	0.99	0.558493589744	0.552884615385	2.22044604925e-16
89	0.99	0.548477564103	0.542868589744	0.0
90	0.99	0.547876602564	0.542267628205	0.0
91	0.99	0.549879807692	0.544270833333	0.0
92	0.99	0.549278846154	0.543669871795	0.0
93	0.99	0.55328525641	0.547676282051	1.11022302463e-16
94	0.99	0.558693910256	0.553084935897	2.22044604925e-16
95	0.99	0.536258012821	0.530849358974	1.11022302463e-16
96	0.99	0.541266025641	0.535657051282	1.11022302463e-16
97	0.99	0.536057692308	0.530649038462	0.0
98	0.99	0.545072115385	0.539463141026	1.11022302463e-16
99	0.99	0.550080128205	0.544471153846	1.11022302463e-16
100	0.99	0.54046474359	0.535056089744	0.0
1	0.6	0.548677884615	0.329126602564	5.55111512313e-17
2	0.6	0.5546875	0.332732371795	1.11022302463e-16
3	0.6	0.533854166667	0.3203125	0.0
4	0.6	0.540064102564	0.323918269231	0.0
5	0.6	0.549879807692	0.329927884615	5.55111512313e-17
6	0.6	0.533453525641	0.319911858974	5.55111512313e-17
7	0.6	0.541466346154	0.324719551282	0.0
8	0.6	0.559094551282	0.335336538462	5.55111512313e-17
9	0.6	0.527644230769	0.316506410256	1.11022302463e-16
10	0.6	0.547876602564	0.328725961538	5.55111512313e-17
11	0.6	0.554887820513	0.332932692308	1.11022302463e-16
12	0.6	0.550881410256	0.330528846154	5.55111512313e-17
13	0.6	0.540865384615	0.324519230769	0.0
14	0.6	0.548677884615	0.329126602564	5.55111512313e-17
15	0.6	0.566105769231	0.339543269231	1.11022302463e-16
16	0.6	0.557892628205	0.334735576923	2.22044604925e-16
17	0.6	0.538261217949	0.322916666667	5.55111512313e-17
18	0.6	0.552884615385	0.331730769231	1.11022302463e-16
19	0.6	0.546674679487	0.327924679487	5.55111512313e-17
20	0.6	0.538060897436	0.322716346154	5.55111512313e-17
21	0.6	0.551682692308	0.330929487179	5.55111512313e-17
22	0.6	0.555889423077	0.333533653846	5.55111512313e-17
23	0.6	0.54827724359	0.328926282051	0.0
24	0.6	0.559495192308	0.335536858974	5.55111512313e-17
25	0.6	0.549679487179	0.329727564103	5.55111512313e-17
26	0.6	0.55608974359	0.333533653846	5.55111512313e-17
27	0.6	0.554487179487	0.332532051282	0.0
28	0.6	0.555488782051	0.333133012821	5.55111512313e-17
29	0.6	0.561899038462	0.337139423077	2.22044604925e-16
30	0.6	0.554086538462	0.332331730769	1.11022302463e-16
31	0.6	0.550280448718	0.330128205128	5.55111512313e-17
32	0.6	0.550280448718	0.330128205128	5.55111512313e-17
33	0.6	0.553485576923	0.331931089744	1.11022302463e-16
34	0.6	0.549278846154	0.32952724359	5.55111512313e-17
35	0.6	0.544471153846	0.326522435897	5.55111512313e-17
36	0.6	0.540264423077	0.324118589744	1.11022302463e-16
37	0.6	0.541266025641	0.324719551282	0.0
38	0.6	0.546875	0.328125	0.0
39	0.6	0.546474358974	0.327724358974	0.0
40	0.6	0.546674679487	0.327924679487	5.55111512313e-17
41	0.6	0.546674679487	0.327924679487	5.55111512313e-17
42	0.6	0.550881410256	0.330528846154	5.55111512313e-17
43	0.6	0.539863782051	0.323918269231	0.0
44	0.6	0.553485576923	0.331931089744	1.11022302463e-16
45	0.6	0.537860576923	0.322716346154	5.55111512313e-17
46	0.6	0.567508012821	0.340344551282	1.11022302463e-16
47	0.6	0.551482371795	0.330729166667	1.11022302463e-16
48	0.6	0.553485576923	0.331931089744	1.11022302463e-16
49	0.6	0.54046474359	0.324118589744	1.11022302463e-16
50	0.6	0.548477564103	0.328926282051	0.0
51	0.6	0.533653846154	0.320112179487	5.55111512313e-17
52	0.6	0.549879807692	0.329927884615	5.55111512313e-17
53	0.6	0.546875	0.328125	0.0
54	0.6	0.567107371795	0.340144230769	1.11022302463e-16
55	0.6	0.546474358974	0.327724358974	0.0
